"Survey","nHost_1","nHost_2","nHost_3","nHost_4","nHost_5","nHost_6","nHost_7","nHost_8","nInfect_1","nInfect_2","nInfect_3","nInfect_4","nInfect_5","nInfect_6","nInfect_7","nInfect_8","nExpectd_1","nExpectd_2","nExpectd_3","nExpectd_4","nExpectd_5","nExpectd_6","nExpectd_7","nExpectd_8","nPatent_1","nPatent_2","nPatent_3","nPatent_4","nPatent_5","nPatent_6","nPatent_7","nPatent_8","nTransmit","nTreatments1_1","nTreatments1_2","nTreatments1_3","nTreatments1_4","nTreatments1_5","nTreatments1_6","nTreatments1_7","nTreatments1_8","nUncomp_1","nUncomp_2","nUncomp_3","nUncomp_4","nUncomp_5","nUncomp_6","nUncomp_7","nUncomp_8","nEPIVaccinations_1","nEPIVaccinations_2","nEPIVaccinations_3","nEPIVaccinations_4","nEPIVaccinations_5","nEPIVaccinations_6","nEPIVaccinations_7","nEPIVaccinations_8","nMassVaccinations_1","nMassVaccinations_2","nMassVaccinations_3","nMassVaccinations_4","nMassVaccinations_5","nMassVaccinations_6","nMassVaccinations_7","nMassVaccinations_8","innoculationsPerAgeGroup_S1","innoculationsPerAgeGroup_R1","innoculationsPerAgeGroup_S2","innoculationsPerAgeGroup_R2","innoculationsPerAgeGroup_S3","innoculationsPerAgeGroup_R3","innoculationsPerAgeGroup_S4","innoculationsPerAgeGroup_R4","innoculationsPerAgeGroup_S5","innoculationsPerAgeGroup_R5","innoculationsPerAgeGroup_S6","innoculationsPerAgeGroup_R6","innoculationsPerAgeGroup_S7","innoculationsPerAgeGroup_R7","innoculationsPerAgeGroup_S8","innoculationsPerAgeGroup_R8","Vector_Nv","inputEIR","simulatedEIR","nMDAs_1","nMDAs_2","nMDAs_3","nMDAs_4","nMDAs_5","nMDAs_6","nMDAs_7","nMDAs_8","nTreatDiagnostics_1","nTreatDiagnostics_2","nTreatDiagnostics_3","nTreatDiagnostics_4","nTreatDiagnostics_5","nTreatDiagnostics_6","nTreatDiagnostics_7","nTreatDiagnostics_8","nInfectByGenotype_S1","nInfectByGenotype_R1","nInfectByGenotype_S2","nInfectByGenotype_R2","nInfectByGenotype_S3","nInfectByGenotype_R3","nInfectByGenotype_S4","nInfectByGenotype_R4","nInfectByGenotype_S5","nInfectByGenotype_R5","nInfectByGenotype_S6","nInfectByGenotype_R6","nInfectByGenotype_S7","nInfectByGenotype_R7","nInfectByGenotype_S8","nInfectByGenotype_R8","nPatentByGenotype_S1","nPatentByGenotype_R1","nPatentByGenotype_S2","nPatentByGenotype_R2","nPatentByGenotype_S3","nPatentByGenotype_R3","nPatentByGenotype_S4","nPatentByGenotype_R4","nPatentByGenotype_S5","nPatentByGenotype_R5","nPatentByGenotype_S6","nPatentByGenotype_R6","nPatentByGenotype_S7","nPatentByGenotype_R7","nPatentByGenotype_S8","nPatentByGenotype_R8","nHostDrugConcNonZero_A1","nHostDrugConcNonZero_B1","nHostDrugConcNonZero_A2","nHostDrugConcNonZero_B2","nHostDrugConcNonZero_A3","nHostDrugConcNonZero_B3","nHostDrugConcNonZero_A4","nHostDrugConcNonZero_B4","nHostDrugConcNonZero_A5","nHostDrugConcNonZero_B5","nHostDrugConcNonZero_A6","nHostDrugConcNonZero_B6","nHostDrugConcNonZero_A7","nHostDrugConcNonZero_B7","nHostDrugConcNonZero_A8","nHostDrugConcNonZero_B8","sumLogDrugConcNonZero_A1","sumLogDrugConcNonZero_B1","sumLogDrugConcNonZero_A2","sumLogDrugConcNonZero_B2","sumLogDrugConcNonZero_A3","sumLogDrugConcNonZero_B3","sumLogDrugConcNonZero_A4","sumLogDrugConcNonZero_B4","sumLogDrugConcNonZero_A5","sumLogDrugConcNonZero_B5","sumLogDrugConcNonZero_A6","sumLogDrugConcNonZero_B6","sumLogDrugConcNonZero_A7","sumLogDrugConcNonZero_B7","sumLogDrugConcNonZero_A8","sumLogDrugConcNonZero_B8","Incidence"
3086,4785,49,1625,3229,3148,3080,2268,81816,190,10,301,503,369,331,248,31546,507.256,30.2274,1061.83,2672.57,3005.52,3046.83,2261.63,81813.3,74,5,66,120,59,62,38,2995,0.00260098,2,0,0,3,1,1,1,19,1,1,1,3,4,1,6,106,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04205,2.09248,0.0224161,0.0229697,0.790517,0.810038,1.82534,1.87041,2.05644,2.10723,2.21214,2.26677,1.75581,1.79917,132.391,135.66,1078690,0.0035649,0.00384005,0,0,0,0,0,0,0,0,2,0,0,3,1,1,1,19,105,98,9,3,161,167,265,286,203,195,166,179,137,117,18214,18263,22,19,2,0,19,15,32,31,17,15,14,14,11,11,896,955,1,11,0,0,0,7,4,21,2,19,3,26,1,20,45,417,-12.276,-40.7336,0,0,0,-47.4808,-67.6006,-79.824,-43.6563,-61.9619,-75.6909,-107.061,-31.796,-91.2633,-940.721,-1825.05,0.934887813462384
3087,4785,49,1625,3230,3148,3078,2269,81816,176,7,302,495,367,318,241,30659,475.906,29.8277,1059.86,2663.61,3002.82,3044.18,2262.48,81813.3,60,3,66,123,58,55,43,2847,0.00241022,1,0,0,0,0,0,1,26,3,0,1,5,2,4,2,131,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12888,2.24036,0.0233692,0.0245929,0.824117,0.867273,1.90295,2.0026,2.14461,2.25692,2.30548,2.42621,1.83044,1.92629,138.02,145.247,1336260,0.00371027,0.00405803,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26,101,86,3,5,164,165,262,282,201,195,162,170,131,116,17587,17643,20,19,1,0,16,16,28,34,19,16,14,20,10,14,828,898,3,12,0,0,0,5,6,21,2,21,2,23,1,18,44,380,-56.0126,-39.5738,0,0,0,-35.8833,-131.119,-74.9171,-43.4738,-79.8005,-43.7838,-94.7349,-11.9074,-81.8282,-1029.8,-1680.72,0.934887813462384
3088,4785,49,1625,3230,3147,3078,2270,81816,160,14,298,490,358,312,234,29811,445.694,29.3457,1057.58,2653.78,2999.07,3043.5,2263.33,81813.3,59,5,67,129,58,54,39,2640,0.00221814,0,0,0,2,0,0,1,21,1,0,1,3,1,3,3,95,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28194,2.44591,0.0250441,0.0268437,0.883185,0.946648,2.03934,2.18588,2.29833,2.46348,2.46989,2.64737,1.96248,2.1035,147.911,158.539,1669500,0.00389687,0.00439018,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,21,92,79,6,8,163,161,260,275,195,193,160,166,124,116,17006,17070,19,17,0,0,19,19,35,36,16,19,14,22,10,14,770,849,3,12,0,1,0,2,3,16,1,20,1,18,2,14,45,346,-75.8003,-44.4636,0,-4.42143,0,-13.773,-95.2327,-54.2255,-31.7493,-84.2127,-31.8834,-71.4881,-43.4717,-61.0006,-924.508,-1462.91,0.65992080950286
3089,4785,49,1625,3230,3147,3077,2271,81816,147,15,302,484,354,300,225,29013,416.867,28.7712,1054.97,2643.89,2996.3,3041.83,2264.18,81813.2,52,9,67,119,48,53,34,2516,0.00207991,0,0,0,1,0,0,0,28,2,0,2,3,1,3,1,116,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52159,2.70877,0.0276859,0.0297411,0.976349,1.04883,2.25446,2.42181,2.53991,2.72845,2.73038,2.93306,2.17043,2.33155,163.515,175.653,2098330,0.00413561,0.00485885,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,84,72,8,9,161,167,256,270,190,192,156,154,118,112,16445,16557,17,14,0,3,25,21,41,31,15,22,18,19,14,12,742,826,1,11,0,1,0,2,2,16,0,17,0,16,1,13,48,318,-32.0637,-48.7749,0,-5.28867,0,-12.0994,-23.6593,-48.7451,0,-75.0769,0,-69.546,-31.5643,-63.4076,-1096.91,-1309.9,0.65992080950286
3090,4785,49,1625,3230,3146,3078,2271,81816,135,17,305,481,350,302,217,28285,389.543,28.0982,1051.91,2634.28,2992.61,3042.15,2264.03,81813.2,44,5,80,115,49,51,39,2413,0.00199028,0,0,0,0,2,0,0,28,3,0,1,3,1,4,2,101,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84261,3.03982,0.0311975,0.0333618,1.10019,1.17651,2.54123,2.71752,2.86118,3.05967,3.07562,3.28899,2.44679,2.61653,184.254,197.037,2645550,0.00444041,0.00546231,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,28,78,64,11,7,161,170,258,265,187,189,157,154,117,105,15983,16045,12,14,2,0,19,21,33,35,18,17,17,20,11,16,727,739,0,9,0,0,0,3,3,17,0,16,0,14,0,12,50,302,0,-40.7716,0,0,0,-19.7881,-75.2432,-60.9765,0,-79.8584,0,-65.9288,0,-65.6389,-1041.78,-1183.06,0.76990761108667
3091,4785,49,1625,3230,3147,3077,2271,81816,129,5,314,485,351,292,216,27591,364.022,27.3224,1048.36,2624.72,2990.84,3040.52,2263.89,81813.1,47,3,81,114,55,45,36,2303,0.00192603,0,0,0,0,1,0,1,18,1,0,4,1,2,3,2,102,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24637,3.46212,0.0356287,0.0379966,1.25646,1.33997,2.90124,3.09406,3.26861,3.48585,3.51368,3.74721,2.7931,2.97873,210.422,224.407,3335800,0.00482928,0.00622937,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,73,62,3,3,166,173,259,269,184,191,154,147,117,104,15536,15565,15,13,0,2,26,22,41,30,16,18,16,16,10,14,705,759,0,8,0,0,0,2,1,14,2,17,0,13,0,10,56,297,0,-39.19,0,0,0,-13.7101,-31.7839,-48.2791,-24.0815,-82.8403,0,-68.3157,0,-58.8095,-1233.35,-1137.43,0.714914210294765
3092,4785,49,1625,3229,3149,3076,2271,81816,122,9,309,484,350,296,213,26988,340.507,26.4403,1044.22,2614.42,2990.09,3038.9,2263.75,81813.1,44,3,79,116,55,51,43,2243,0.00186413,0,0,1,1,0,4,0,28,0,0,1,4,5,1,4,103,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7662,4.02816,0.0413338,0.0442088,1.45764,1.55903,3.36578,3.5999,3.79322,4.05707,4.07368,4.35704,3.24176,3.46724,244.12,261.1,4193270,0.00532556,0.00723768,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,28,69,58,3,7,164,170,257,271,183,191,157,147,116,103,15144,15168,16,11,0,0,28,24,42,31,15,20,18,19,12,13,687,714,0,7,0,0,0,2,0,13,3,16,0,11,1,8,46,282,0,-37.2975,0,0,0,-15.3101,0,-51.422,-75.5073,-79.4913,0,-64.7484,-11.7554,-37.8446,-1112.26,-1090.98,0.824901011878575
3093,4785,49,1625,3228,3151,3075,2271,81816,122,8,310,481,356,300,212,26457,319.465,25.4526,1039.47,2604.26,2989.4,3037.28,2263.62,81813,50,4,88,117,68,54,40,2178,0.00185398,1,0,1,0,0,0,1,24,3,0,0,2,3,3,2,91,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46215,4.77115,0.0489718,0.0523631,1.727,1.8466,3.98638,4.26244,4.49704,4.80846,4.82495,5.15908,3.84083,4.1068,289.231,309.26,5238170,0.00595985,0.00857386,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,24,67,59,4,5,161,175,255,270,187,194,164,145,116,102,14799,14831,15,8,1,1,24,29,42,33,14,34,13,21,12,12,687,717,0,4,0,0,1,1,1,13,1,13,4,14,1,5,46,277,0,-17.4663,0,0,-11.8588,0.693721,-11.9315,-52.6764,-31.6257,-69.3063,-47.4014,-59.5626,-31.5554,-19.1434,-913.204,-1026.34,0.714914210294765
3094,4785,49,1625,3229,3149,3076,2271,81816,116,10,308,481,352,301,210,26041,301.194,24.3658,1033.99,2596.44,2985.03,3037.66,2263.48,81813,43,4,100,115,66,51,42,2258,0.00183805,0,0,0,0,2,0,1,22,2,0,3,4,1,6,2,115,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39396,5.67869,0.0592357,0.0623625,2.08897,2.19924,4.82178,5.07631,5.43961,5.72674,5.83612,6.14419,4.64578,4.89102,349.846,368.314,6481900,0.00677244,0.0102883,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,22,64,57,5,5,158,176,257,267,183,192,164,146,118,99,14540,14562,17,9,0,1,27,27,44,38,20,30,22,18,14,12,702,743,1,5,0,0,2,2,1,12,0,9,4,12,1,6,52,265,-12.3079,-20.4217,0,0,-43.5908,0.514245,-31.7315,-57.2924,0,-43.0354,-126.601,-54.1784,-11.8858,-22.4767,-1182.39,-933.952,0.989881214254289
3095,4785,49,1625,3230,3148,3076,2271,81816,122,6,310,478,341,298,212,25809,286.267,23.1954,1027.86,2589.04,2981.75,3037.09,2263.36,81812.9,41,1,103,120,67,53,33,2261,0.00182089,1,0,1,1,0,0,0,18,7,0,2,4,7,3,3,126,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61211,6.82314,0.0725828,0.0748993,2.55962,2.64132,5.91026,6.09889,6.66108,6.87367,7.1558,7.38418,5.69007,5.87168,428.679,442.36,7921090,0.00781659,0.0124783,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,18,66,61,2,4,159,177,256,266,177,188,165,143,116,104,14358,14405,19,13,0,0,28,28,41,35,21,30,28,15,13,13,741,816,1,5,0,0,1,2,0,10,2,9,0,10,2,7,46,262,-32.1079,-24.4217,0,0,-31.732,-1.08576,0,-50.5465,-24.2437,-32.8705,0,-47.245,-43.5017,-26.5401,-1031.81,-925.59,1.42982842058953
3096,4785,49,1625,3230,3148,3077,2270,81816,126,5,300,482,348,304,215,25632,275.116,21.9639,1020.94,2581.24,2979.55,3037.55,2262.24,81812.9,34,1,100,113,83,64,34,2458,0.00187006,2,0,0,0,2,0,0,29,4,0,2,7,4,5,2,156,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17623,8.27276,0.0897336,0.090793,3.1645,3.20186,7.30707,7.39334,8.23255,8.32975,8.84675,8.9512,7.03466,7.11771,529.972,536.229,9531660,0.00916276,0.0152742,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,30,66,64,4,2,151,173,256,269,182,190,170,148,116,107,14246,14280,26,11,1,1,24,34,38,42,27,27,27,22,13,13,809,862,1,5,0,1,1,3,1,10,2,8,0,6,1,4,40,259,-12.2631,-26.7769,0,-1.35539,-11.738,-1.87123,-11.7465,-49.5787,-63.8437,-31.3414,0,-20.8702,-31.6159,-14.6331,-920.862,-943.964,1.31984161900572
3097,4785,49,1625,3230,3148,3077,2270,81816,130,6,290,492,347,304,226,25645,268.341,20.695,1013.42,2574.04,2977.51,3037.06,2262.14,81812.9,45,1,96,131,77,63,44,2594,0.0020386,3,0,0,1,3,0,0,34,3,0,3,5,8,4,2,164,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0674,10.0322,0.110512,0.110126,3.8972,3.88361,8.99884,8.96745,10.1419,10.1065,10.8952,10.8572,8.6636,8.63338,652.69,650.413,11264200,0.010904,0.018668,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,34,67,68,1,5,149,164,261,275,184,187,170,150,120,115,14236,14266,20,16,0,1,30,32,36,44,31,34,37,17,17,19,862,955,3,6,0,0,1,4,1,8,2,9,0,5,0,4,47,263,-56.6171,-21.7024,0,0,-31.538,-6.42662,-31.5465,-41.134,-24.0813,-28.5336,0,-17.5223,0,-17.8331,-925.508,-928.982,1.37483501979762
3098,4785,49,1625,3230,3149,3076,2270,81816,131,9,290,498,351,307,232,25817,266.384,19.4163,1005.18,2567.78,2976.72,3035.66,2262.05,81812.9,41,2,109,120,72,69,49,2818,0.00223432,2,0,0,1,2,5,2,37,3,0,2,3,6,8,6,189,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3394,12.2235,0.135424,0.134152,4.77579,4.73092,11.031,10.9274,12.4285,12.3117,13.3471,13.2217,10.6166,10.5169,799.817,792.303,13042300,0.0131628,0.0228086,0,0,0,0,0,0,0,0,2,0,0,1,2,5,2,37,63,72,6,4,146,169,264,279,188,188,173,152,124,118,14371,14363,20,17,2,0,34,30,39,51,25,30,35,17,18,28,997,1041,5,8,0,0,0,3,1,8,5,10,0,4,0,3,63,277,-100.396,-16.558,0,0,0,-6.32034,-11.9607,-33.6902,-99.109,-16.535,0,-13.1914,0,-12.8782,-1337.15,-962.04,1.53981522217334
3099,4785,49,1625,3230,3148,3078,2269,81816,141,4,295,507,361,310,239,26260,270.38,18.1622,996.628,2562.57,2974.29,3037.29,2260.97,81812.8,47,2,103,122,74,71,56,3094,0.00252633,3,0,1,0,1,1,3,50,7,0,0,5,8,2,7,220,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2745,15.1862,0.167671,0.166702,5.91295,5.87877,13.6534,13.5744,15.3926,15.3036,16.5308,16.4352,13.1391,13.0632,990.278,984.554,14765800,0.0160984,0.0282911,0,0,0,0,0,0,0,0,3,0,1,0,1,1,3,50,70,74,1,3,154,167,267,285,191,196,175,155,123,126,14648,14605,18,17,0,2,32,27,35,48,33,27,30,22,21,31,1158,1180,4,7,0,0,0,2,2,9,5,12,5,9,2,5,71,289,-88.4662,-5.01582,0,0,0,-7.13487,-44.0333,-32.5788,-118.624,-23.226,-59.7547,-13.3836,-23.9517,-14.1249,-1532.47,-955.653,1.59480862296524
3100,4785,49,1625,3230,3147,3078,2270,81816,164,10,292,522,374,329,255,26920,281.542,16.9753,987.833,2558.76,2972.26,3037.03,2261.91,81812.8,45,4,107,109,87,82,59,3517,0.00288191,2,0,0,2,1,2,1,41,8,0,2,6,6,8,5,249,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0795,19.2887,0.20944,0.211737,7.38596,7.46696,17.0545,17.2416,19.2208,19.4316,20.6553,20.8818,16.4121,16.5921,1236.97,1250.53,16319600,0.0199158,0.0356354,0,0,0,0,0,0,0,0,2,0,0,2,1,2,1,42,82,84,4,7,156,160,273,296,196,204,184,166,130,135,15028,15034,21,17,1,2,30,18,42,40,36,35,43,24,18,29,1292,1317,5,9,0,1,1,3,1,8,3,13,6,10,5,7,87,316,-99.9205,-6.80111,0,-2.11459,-11.727,-7.90935,-32.0726,-31.6714,-75.3269,-32.2045,-170.837,-20.1137,-99.3407,-7.44453,-1785.13,-972.511,1.92476902771667
3101,4785,49,1625,3230,3146,3079,2270,81816,200,1,304,531,398,346,269,27785,301.364,15.8999,979.342,2556.7,2970.76,3037.9,2261.89,81812.8,49,0,106,132,97,92,63,4100,0.00330449,1,0,0,2,3,2,3,43,9,0,4,6,10,15,5,254,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,24.6009,0.263729,0.270107,9.30052,9.52545,21.4825,22.0021,24.1876,24.7726,26.0088,26.6378,20.6752,21.1752,1557.6,1595.27,17586500,0.0248733,0.0451674,0,0,0,0,0,0,0,0,1,0,0,2,3,2,3,43,102,100,0,1,163,166,278,303,211,213,188,179,138,143,15588,15574,22,20,0,0,26,28,38,38,45,37,44,30,19,34,1506,1570,5,10,0,1,1,4,2,8,2,14,3,12,4,8,91,332,-119.198,-9.02639,0,-3.71058,-31.527,-13.2239,-23.88,-19.7681,-43.7932,-42.1142,-56.0417,-27.1678,-107.009,-12.3123,-2090.88,-994.94,2.69467663880334
3102,4785,49,1625,3230,3147,3078,2270,81816,219,5,306,552,432,377,276,28970,331.165,14.9798,971.451,2556.77,2971.81,3036.98,2261.89,81812.8,60,0,99,136,115,90,73,4833,0.00376078,3,0,2,0,3,2,2,73,9,0,2,8,14,14,8,358,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3446,31.3121,0.33324,0.343864,11.7517,12.1264,27.1356,28.0008,30.5721,31.5468,32.8641,33.9119,26.1125,26.9451,1968.13,2030.88,18464100,0.0312883,0.0572891,0,0,0,0,0,0,0,0,3,0,2,0,3,2,2,73,105,116,4,1,162,167,289,315,228,232,198,201,147,143,16301,16359,23,25,0,0,33,39,46,45,54,38,53,33,30,37,1774,1801,3,10,0,1,0,5,4,9,4,15,4,14,4,11,84,344,-75.5877,-12.8863,0,-3.73442,0,-20.9345,-87.3885,-18.3926,-67.678,-34.2013,-87.425,-35.3287,-67.2681,-16.7026,-1826.67,-980.163,3.02463704355477
3103,4785,49,1626,3229,3148,3076,2271,81816,272,5,313,574,469,416,299,30579,372.171,14.256,965.452,2558.43,2973.63,3035.23,2262.94,81812.9,74,2,116,157,107,109,85,5615,0.0043953,4,0,0,4,5,9,4,89,12,0,5,9,18,9,10,458,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1451,39.5266,0.418641,0.433802,14.7634,15.2981,34.0904,35.325,38.4078,39.7987,41.2735,42.7682,32.8188,34.0073,2472.5,2562.04,18880000,0.0395364,0.0721244,0,0,0,0,0,0,0,0,4,0,0,4,5,9,4,90,130,144,2,3,165,169,300,329,247,253,220,219,153,159,17325,17402,32,29,0,1,33,35,46,49,55,41,55,41,28,41,2178,2227,4,12,0,0,2,8,2,9,6,18,4,16,5,13,116,400,-67.2028,-16.5185,0,0,-23.7616,-28.1255,-63.5084,-25.5926,-130.726,-44.0536,-87.0606,-45.2184,-118.861,-24.2106,-2252.94,-1077.5,3.46458424989001
3104,4785,49,1625,3230,3148,3076,2271,81816,332,10,321,578,469,418,305,32452,424.768,13.7604,959.555,2564.41,2975.24,3035.66,2263.03,81812.9,83,7,119,150,131,122,85,6608,0.00522887,1,1,0,2,3,5,4,103,15,1,8,14,17,17,10,547,0,45,0,0,0,0,0,0,0,0,0,2895,2839,2786,2044,0,47.2668,48.9722,0.51875,0.537467,18.3055,18.966,42.2277,43.7513,47.6067,49.3244,51.1256,52.9703,40.6844,42.1523,3063.77,3174.31,18802900,0.0500403,0.0893656,0,0,0,0,0,0,0,0,1,1,0,2,3,5,4,103,154,182,7,4,172,170,302,331,251,253,223,217,151,167,18496,18655,36,44,6,0,41,36,52,58,53,43,62,42,30,45,2536,2628,7,14,0,2,1,7,5,13,8,22,10,21,7,16,162,461,-142.692,-15.9655,0,-7.97866,-31.7175,-34.4339,-79.1605,-22.0843,-154.453,-47.0551,-158.332,-28.1616,-122.597,-21.1707,-3407.7,-1126.69,4.50945886493621
3105,4785,49,1625,3230,3148,3077,2270,81816,394,7,335,595,494,432,318,34361,489.005,13.5139,956.273,2572.53,2977.66,3037.27,2262.16,81813,103,3,119,182,162,156,98,7697,0.00629538,4,0,1,6,5,9,5,105,19,0,5,19,23,18,19,641,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.779,59.4213,0.634254,0.652282,22.3674,23.0031,51.6453,53.1133,58.2066,59.8611,62.5297,64.3071,49.7223,51.1356,3745.92,3852.39,18247100,0.0632414,0.108853,0,0,0,0,0,0,0,0,4,0,1,6,5,9,5,107,181,219,2,5,184,173,309,342,272,257,231,222,161,172,19788,19926,37,56,1,1,50,45,66,61,74,64,70,62,37,55,3071,3094,5,15,0,0,1,8,6,15,8,25,13,25,8,19,193,540,-138.899,-26.2768,0,0,-12.1998,-32.525,-150.615,-31.2776,-194.307,-62.7618,-313.28,-33.3248,-193.549,-31.6778,-4102.1,-1240.45,5.66432028156621
3106,4785,49,1625,3231,3146,3078,2270,81816,479,5,345,602,511,437,335,36587,564.829,13.529,955.23,2584.48,2979.01,3039.08,2262.34,81813.1,130,1,130,198,190,164,126,9057,0.00759885,7,0,0,2,9,5,3,112,18,1,6,24,34,27,22,763,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.2151,71.0312,0.770607,0.779563,27.1757,27.4916,62.7697,63.4992,70.6985,71.5201,75.9715,76.8544,60.4121,61.1142,4551.11,4604.01,17268900,0.0795481,0.131158,0,0,0,0,0,0,0,0,7,0,0,2,9,5,3,112,245,252,2,3,189,181,311,349,281,268,233,224,163,187,21320,21432,51,68,0,1,54,49,69,80,76,80,82,70,48,54,3621,3607,5,19,0,0,2,9,8,21,8,28,14,34,7,22,210,624,-80.1865,-36.7895,0,0,-43.6853,-38.058,-134.995,-39.4595,-155.064,-63.1604,-266.33,-47.7391,-123.256,-36.0955,-4624.28,-1444.15,7.25912890453146
3107,4785,49,1625,3230,3146,3079,2270,81816,553,6,352,634,534,462,355,39132,651.927,13.8062,956.859,2597.58,2983.03,3041.1,2262.55,81813.1,157,1,146,221,185,185,129,10855,0.00902085,7,0,5,8,7,7,6,179,41,0,12,29,26,33,19,862,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.2743,84.077,0.924906,0.92274,32.596,32.5197,75.3384,75.162,84.8257,84.6271,91.2121,90.9985,72.5083,72.3385,5462.46,5449.67,15956300,0.0992571,0.156328,0,0,0,0,0,0,0,0,7,0,5,8,7,7,6,180,286,292,5,1,195,186,329,363,294,282,244,243,169,204,23089,23200,63,83,1,0,50,48,75,95,76,94,82,78,50,64,4457,4400,11,24,0,1,1,8,8,23,14,37,14,39,8,24,217,718,-211.902,-41.6135,0,-2.17571,-31.4856,-36.7475,-214.39,-55.2477,-266.45,-80.1377,-345.215,-71.8051,-194.501,-48.244,-4710.73,-1740.46,8.79894412670479
3108,4785,49,1625,3228,3149,3078,2271,81815,637,10,352,668,560,506,366,41663,749.213,14.3335,961.172,2612.49,2990.69,3041.33,2263.81,81812.2,189,4,150,219,207,199,137,12611,0.0107025,8,0,3,4,4,8,7,218,37,1,6,24,19,26,15,1092,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2359,98.7558,1.08911,1.08384,38.4074,38.2216,88.6554,88.2266,99.9457,99.4622,107.406,106.886,85.4203,85.0071,6432.22,6401.11,14415100,0.122448,0.183851,0,0,0,0,0,0,0,0,8,0,3,4,4,8,7,219,326,340,3,8,198,184,351,378,311,294,270,265,175,209,24921,25011,75,98,1,3,57,42,93,102,92,94,93,82,59,68,5177,5321,14,30,0,0,5,12,10,27,16,44,12,46,9,29,291,870,-306.468,-50.7887,0,0,-59.8587,-26.1703,-158.797,-44.5961,-369.66,-95.3601,-241.344,-97.853,-166.422,-61.0519,-5746.25,-2008.11,7.03876821556228
3109,4785,49,1625,3229,3148,3078,2271,81815,728,12,357,698,593,547,381,44132,854.427,15.0823,968.335,2632.55,2995.24,3042.69,2264.09,81812.4,215,6,157,250,227,212,152,14659,0.0128295,15,1,2,10,9,10,6,215,46,0,15,24,19,27,25,1246,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.011,113.966,1.25126,1.25077,44.1257,44.1086,101.855,101.816,114.827,114.782,123.397,123.349,98.1378,98.0998,7389.65,7386.78,12753700,0.148864,0.211695,0,0,0,0,0,0,0,0,15,1,2,10,9,10,6,216,367,394,7,6,204,185,374,394,327,315,295,280,183,219,26764,26836,92,107,3,4,70,54,96,101,91,102,99,88,59,70,6112,6132,15,37,0,0,7,13,13,30,11,46,15,54,13,37,397,1056,-318.145,-61.4786,0,0,-163.598,-25.9531,-332.737,-53.8176,-270.216,-110.126,-316.897,-129.031,-274.334,-87.6575,-8358.33,-2338.13,8.57849876271652
